PolygonIndex,UpLeft LAT,UpLeft LON,LowRight LAT,LowRight LON,Center LAT,Center LON
1,39.9675416091241,31.5770541756176,39.3725128371979,32.1440413882638,39.670027223161,31.8605477819407
2,39.7653738158303,33.5676293711256,40.2139503576434,34.3682569615843,39.9896620867369,33.967943166355
